OBJECTID_1,APPL_ID,COUNTY,HUC_12_NAME,HUC_12_NUMBER,HUC_8_NAME,HUC_8_NUMBER,LATITUDE,LONGITUDE,PARCEL_NUMBER,POD_COUNT,POD_ID,POD_TYPE,QUAD_MAP_NAME,QUAD_MAP_NUMBER,QUARTER,QUARTER_QUARTER,RANGE_DIRECTION,RANGE_NUMBER,SECTION_NUMBER,SOURCE_NAME,TOWNSHIP_DIRECTION,TOWNSHIP_NUMBER,TRIB_DESC,WATERSHED,FFMTRS,MTRS,Error_Case,Error_Resolved,New_Latitude,New_Longitude,New_MTRS,MTRS_Match
2491,S022401,Mendocino,Upper Rancheria Creek,1.80101E+11,Big-Navarro-Garcia,18010108,38.8549,-123.1974,,1,59028,Point of Direct Diversion,BIG FOOT MTN.,,SE,SW,W,12,28,UNNAMED,N,12,Rancheria Creek,MENDOCINO COAST,M12N12W28,M12N12W28,,,,,,Y
2509,D032019,Sonoma,Upper Sonoma Creek,1.805E+11,San Pablo Bay,18050002,38.3675,-122.5796,,1,59569,Point of Onstream Storage,GLEN ELLEN,,,,W,7,13,,N,6,,SAN PABLO,M6N7W13,M6N7W13,,,,,,Y
2515,S022496,Napa,Upper Napa River,1.805E+11,San Pablo Bay,18050002,38.5633,-122.5799,,1,59610,Point of Direct Diversion,CALISTOGA,,,,W,7,12,BEAR CREEK,N,8,Napa River,SAN PABLO,M8N7W12,M8N7W12,,,,,,Y
2516,S022512,Sonoma,Franz Creek,1.80101E+11,Russian,18010110,38.6051,-122.6744,,1,59630,Point of Direct Diversion,MARK WEST SPRINGS,,,,W,7,30,UNNAMED STREAM,N,9,Bidwell Creek,RUSSIAN RIVER,M9N7W30,M9N7W30,,,,,,Y
2525,S022565,Napa,Upper Napa River,1.805E+11,San Pablo Bay,18050002,38.571,-122.6213,,1,59701,Point of Direct Diversion,CALISTOGA,,,,W,7,3,UNNAMED STREAM,N,8,Cyrus Creek,SAN PABLO,M8N7W3,M8N7W3,,,,,,Y
2526,S022566,Napa,Upper Napa River,1.805E+11,San Pablo Bay,18050002,38.573,-122.6198,,1,59702,Point of Direct Diversion,CALISTOGA,,,,W,7,3,UNNAMED STREAM,N,8,Cyrus Creek,SAN PABLO,M8N7W3,M8N7W3,,,,,,Y
2532,D032081,Sonoma,Franz Creek,1.80101E+11,Russian,18010110,38.573,-122.6493,120-200-029,1,59873,Point of Onstream Storage,MARK WEST SPRINGS,,NW,NW,W,7,4,UNNAMED STREAM,N,8,Franz Creek,RUSSIAN RIVER,M8N7W4,M8N7W4,,,,,,Y
2538,S022731,Sonoma,Estero Americano,1.805E+11,Tomales-Drake Bays,18050005,38.3231,-122.8108,027-080-005-000,1,60015,Point of Direct Diversion,TWO ROCK,,,,W,9,36,UNNAMED STREAM,N,6,Unnamed Stream,BODEGA,M6N9W36,M6N9W36,,,,,,Y
2556,S022799,Mendocino,Feliz Creek,1.80101E+11,Russian,18010110,38.9782,-123.2137,,1,60201,Point of Direct Diversion,YORKVILLE,,SW,SW,W,12,17,UNNAMED,N,13,Feliz Creek,RUSSIAN RIVER,M13N12W17,M13N12W17,,,,,,Y
2557,D032166,Sonoma,Porter Creek-Mark West Creek,1.80101E+11,Russian,18010110,38.5242,-122.5533,028-270-015,1,62624,Point of Diversion to Offstream Storage,CALISTOGA,,,,W,6,29,UNNAMED STREAM,N,8,Unnamed Stream,RUSSIAN RIVER,M8N6W29,M8N6W29,,,,,,Y
2558,S022800,Mendocino,Feliz Creek,1.80101E+11,Russian,18010110,38.9747,-123.2055,,1,60202,Point of Direct Diversion,YORKVILLE,,NW,SE,W,12,20,UNNAMED,N,13,Feliz Creek,RUSSIAN RIVER,M13N12W20,M13N12W20,,,,,,Y
2559,S022801,Mendocino,Feliz Creek,1.80101E+11,Russian,18010110,38.9726,-123.2076,,1,60203,Point of Direct Diversion,YORKVILLE,,NW,SE,W,12,20,UNNAMED,N,13,Feliz Creek,RUSSIAN RIVER,M13N12W20,M13N12W20,,,,,,Y
2562,S022832,Sonoma,Upper Santa Rosa Creek,1.80101E+11,Russian,18010110,38.3711,-122.6083,,1,60237,Point of Direct Diversion,,,,,W,7,14,UNKNOWN,N,6,South Fork Matanzas Creek,RUSSIAN RIVER,M6N7W14,M6N7W14,,,,,,Y
2582,S022895,Mendocino,Burright Creek-East Fork Russian River,1.80101E+11,Russian,18010110,39.3513,-123.156,,1,60322,Point of Direct Diversion,REDWOOD VALLEY,,SE,SW,W,12,2,UNNAMED,N,17,Busch Creek,RUSSIAN RIVER,M17N12W2,M17N12W2,,,,,,Y
2584,S023005,Sonoma,Estero Americano,1.805E+11,Tomales-Drake Bays,18050005,38.3154,-122.8194,,1,60437,Point of Direct Diversion,TWO ROCK,,,,W,9,35,UNKNOWN,N,6,Americano Creek,BODEGA,M6N9W35,M6N9W35,,,,,,Y
2586,D032188,Sonoma,Porter Creek-Mark West Creek,1.80101E+11,Russian,18010110,38.5196,-122.5838,028-250-007,1,62944,"Point of Direct Diversion,Point of Onstream Storage",CALISTOGA,,NE,SW,W,7,25,UNNAMED SPRING,N,8,Unnamed Stream,RUSSIAN RIVER,M8N7W25,M8N7W25,,,,,,Y
2613,S023888,Mendocino,Pieta Creek,1.80101E+11,Russian,18010110,38.8712,-122.8914,,1,61487,Point of Direct Diversion,ASTI,,SW,NW,W,9,20,TYLER CREEK,N,12,Russian River,RUSSIAN RIVER,M12N9W20,M12N9W20,,,,,,Y
2625,D032229,Sonoma,Dutch Bill Creek-Russian River,1.80101E+11,Russian,18010110,38.4408,-122.9677,,1,62748,Point of Onstream Storage,CAMP MEEKER,,,,W,10,21,UNNAMED STREAM,N,7,GRUB CREEK,RUSSIAN RIVER,M7N10W21,M7N10W21,,,,,,Y
2626,S024097,Mendocino,Pieta Creek,1.80101E+11,Russian,18010110,38.92,-122.9742,,1,61740,Point of Direct Diversion,HIGHLAND SPRINGS,,NE,NW,W,10,4,JAKES CREEK,N,12,Unknown,RUSSIAN RIVER,M12N10W4,M12N10W4,,,,,,Y
2631,S024280,Sonoma,Dutch Bill Creek-Russian River,1.80101E+11,Russian,18010110,38.4391,-122.9757,,1,62019,Point of Direct Diversion,CAMP MEEKER,,NW,SE,W,10,21,DUTCH BILL CREEK,N,7,Russian River,RUSSIAN RIVER,M7N10W21,M7N10W21,,,,,,Y
2638,S024404,Sonoma,Maacama Creek,1.80101E+11,Russian,18010110,38.6825,-122.6546,132-230-023-000,1,62652,Point of Diversion to Offstream Storage,MOUNT ST. HELENA,,SE,NE,W,7,29,UNNAMED STREAM,N,10,Briggs Creek,RUSSIAN RIVER,M10N7W29,M10N7W29,,,,,,Y
2639,S024405,Sonoma,Maacama Creek,1.80101E+11,Russian,18010110,38.6858,-122.6525,132-230-023-000,1,62653,Point of Diversion to Offstream Storage,MOUNT ST. HELENA,,NE,SE,W,7,29,UNNAMED STREAM,N,10,Bridge Creek,RUSSIAN RIVER,M10N7W29,M10N7W29,,,,,,Y
2640,S024410,Mendocino,Mill Creek,1.80101E+11,Russian,18010110,39.11736338,-123.1175412,189-070-31,1,62659,Point of Direct Diversion,PURDYS GARDENS,,NW,SW,W,11,31,MILL CREEK,N,15,Russian River,RUSSIAN RIVER,M15N11W31,M15N11W31,,,,,,Y
2641,S024427,Mendocino,Thomas Creek-Eel River,1.80101E+11,Upper Eel,18010103,39.3903,-123.1151,171-160-12 171-170-03 171-190-01,1,62716,Point of Diversion to Offstream Storage,VAN ARSDALE RESERVOIR,,NE,SE,W,11,30,EEL RIVER MAIN STEM,N,18,,EEL RIVER,M18N11W30,M18N11W30,,,,,,Y
2644,L032271,Mendocino,Burright Creek-East Fork Russian River,1.80101E+11,Russian,18010110,39.34928106,-123.1226085,173-130-0100,1,67117,Point of Direct Diversion,POTTER VALLEY,,NW,NE,W,11,7,POWERHOUSE CANAL,N,17,East Branch Russian River,RUSSIAN RIVER,M17N11W7,M17N11W7,,,,,,Y
2659,S024552,Mendocino,Mill Creek,1.80101E+11,Russian,18010110,39.1205,-123.1212,189-070-03,1,63174,Point of Direct Diversion,PURDYS GARDENS,,NW,NW,W,11,31,MILL CREEK,N,15,RUSSIAN RIVER,RUSSIAN RIVER,M15N11W31,M15N11W31,,,,,,Y
2668,D032320,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.5263,-123.1401,107-320-010-000,2,63864,"Point of Direct Diversion,Point of Diversion to Offstream Storage",FORT ROSS,,,,W,12,24,UNNAMED STREAM,N,8,Pole Mountain Creek,RUSSIAN RIVER,M8N12W24,M8N12W24,,,,,,Y
2669,D032320,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.5278,-123.1379,107-320-010-000,2,63865,"Point of Direct Diversion,Point of Diversion to Offstream Storage",FORT ROSS,,,,W,12,24,POLE MOUNTAIN CREEK,N,8,Ward Creek,RUSSIAN RIVER,M8N12W24,M8N12W24,,,,,,Y
2671,H032335,Mendocino,Soda Spring Creek-Dry Creek,1.80101E+11,Russian,18010110,38.9309,-123.21,,1,64004,Point of Direct Diversion,YORKVILLE,,NW,NW,W,12,4,UNNAMED,N,12,Dry Creek,RUSSIAN RIVER,M12N12W4,M12N12W4,,,,,,Y
2679,A032372,Sonoma,Dutch Bill Creek-Russian River,1.80101E+11,Russian,18010110,38.4382,-122.9807,075-080-001,3,64105,Point of Diversion to Offstream Storage,CAMP MEEKER,,NW,SW,W,10,21,UNNAMED SPRING,N,7,Dutch Bill Creek,RUSSIAN RIVER,M7N10W21,M7N10W21,,,,,,Y
2680,S024769,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.5263,-123.1433,107-320-010,1,64129,"Point of Direct Diversion,Point of Diversion to Offstream Storage",FORT ROSS,,,,W,12,24,UNNAMED TRIBUTARY,N,8,Pole Mountain Creek,RUSSIAN RIVER,M8N12W24,M8N12W24,,,,,,Y
2681,S024770,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.5276,-123.1379,107-320-010,1,64130,"Point of Direct Diversion,Point of Diversion to Offstream Storage",FORT ROSS,,,,W,12,24,POLE MOUNTAIN CREEK,N,8,Pole Mountain Creek,RUSSIAN RIVER,M8N12W24,M8N12W24,,,,,,Y
2682,S024858,Sonoma,Upper Santa Rosa Creek,1.80101E+11,Russian,18010110,38.3976,-122.6409,049-060-061,1,64353,Point of Onstream Storage,SANTA ROSA,,,,W,7,4,UNNAMED STREAM,N,6,Matanzas Creek,RUSSIAN RIVER,M6N7W4,M6N7W4,,,,,,Y
2683,L032466,Sonoma,Estero Americano,1.805E+11,Tomales-Drake Bays,18050005,38.32268,-122.80843,027-080-005,1,70173,Point of Onstream Storage,TWO ROCK,,,,W,9,36,UNNAMED STREAM,N,6,Americano Creek,BODEGA,M6N9W36,M6N9W36,,,,,,Y
2688,S025197,Sonoma,Dutch Bill Creek-Russian River,1.80101E+11,Russian,18010110,38.4379,-122.9804,075-080-001,1,64984,Point of Direct Diversion,CAMP MEEKER,,,,W,10,21,SPRINGS,N,7,Dutch Bill Creek,RUSSIAN RIVER,M7N10W21,M7N10W21,,,,,,Y
2689,S025227,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3783,-122.8929,"077-050-014-000, 073-090-046-000",1,65090,"Point of Direct Diversion,Point of Onstream Storage",CAMP MEEKER,,,,W,9,7,JONIVE CREEK,N,6,Russian River,RUSSIAN RIVER,M6N9W7,M6N9W7,,,,,,Y
2692,S025236,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3636,-122.8725,073-040-088,1,65112,Point of Diversion to Offstream Storage,TWO ROCK,,,,W,9,17,UNNAMED CREEK,N,6,Atascadero,RUSSIAN RIVER,M6N9W17,M6N9W17,,,,,,Y
2695,S025243,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.4198,-122.9019,061-010-047-000,1,65150,Point of Direct Diversion,CAMP MEEKER,,,,W,9,30,,N,7,Purrington Creek,RUSSIAN RIVER,M7N9W30,M7N9W30,,,,,,Y
2699,S025263,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.4151,-122.9162,074-010-033-000,1,65234,Point of Diversion to Offstream Storage,CAMP MEEKER,,,,W,10,36,PURRINGTON CREEK,N,7,Green Valley Creek,RUSSIAN RIVER,M7N10W36,M7N10W36,,,,,,Y
2714,S025401,Mendocino,Forsythe Creek,1.80101E+11,Russian,18010110,39.2496,-123.3024,151-110-09,1,65806,"Point of Direct Diversion,Point of Diversion to Offstream Storage",ORRS SPRINGS,,NE,NE,W,13,16,COMMONLAND SPRING,N,16,ELDRIDGE CREEK,RUSSIAN RIVER,M16N13W16,M16N13W16,,,,,,Y
2727,S025590,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3969,-122.8987,080-140-002-000,1,66268,Point of Diversion to Offstream Storage,CAMP MEEKER,,,,W,9,6,REDWOOD CREEK,N,6,ATASCADERO CREEK,RUSSIAN RIVER,M6N9W6,M6N9W6,,,,,,Y
2728,S025594,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.4177,-122.9006,061-010-062-000,1,66272,Point of Direct Diversion,CAMP MEEKER,,,,W,9,30,PURRINGTON CREEK,N,7,Green Valley Creek,RUSSIAN RIVER,M7N9W30,M7N9W30,,,,,,Y
2731,D032713,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.41667004,-122.9185282,074-010-039-000,1,68141,Point of Diversion to Offstream Storage,CAMP MEEKER,,,,W,10,25,UNNAMED STREAM,N,7,Purrington Creek,RUSSIAN RIVER,M7N10W25,M7N10W25,,,,,,Y
2732,S025675,Sonoma,Porter Creek-Mark West Creek,1.80101E+11,Russian,18010110,38.5404,-122.6376,028-300-014,1,66393,Point of Direct Diversion,MARK WEST SPRINGS,,,,W,7,16,HUMBUG CREEK,N,8,MARK WEST CREEK,RUSSIAN RIVER,M8N7W16,M8N7W16,,,,,,Y
2734,S025690,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.4176,-122.9,061-010-011-000,1,66408,"Point of Direct Diversion,Point of Diversion to Offstream Storage",CAMP MEEKER,,,,W,9,30,PURRINGTON CREEK,N,7,Green Valley Creek,RUSSIAN RIVER,M7N9W30,M7N9W30,,,,,,Y
2736,S025702,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.395,-122.8918,077-100-030-000,1,66421,Point of Direct Diversion,CAMP MEEKER,,,,W,9,6,REDWOOD CREEK,N,6,Laguna de Santa Rosa Atascadero Cr,RUSSIAN RIVER,M6N9W6,M6N9W6,,,,,,Y
2737,S025703,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.386,-122.8894,077-070-001-000,1,66422,Point of Direct Diversion,CAMP MEEKER,,,,W,9,7,UNNAMED CREEK,N,6,Jonive Creek,RUSSIAN RIVER,M6N9W7,M6N9W7,,,,,,Y
2738,S025714,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.4093,-122.933,080-020-15,1,66433,Point of Direct Diversion,CAMP MEEKER,,,,W,10,35,UNNAMED TRIBUTARY,N,7,Purrington Creek,RUSSIAN RIVER,M7N10W35,M7N10W35,,,,,,Y
2739,S025769,Sonoma,Porter Creek-Mark West Creek,1.80101E+11,Russian,18010110,38.5408,-122.6447,028-300-001-000,1,66504,Point of Direct Diversion,MARK WEST SPRINGS,,,,W,7,16,HUMBUG CREEK,N,8,Mark West Creek,RUSSIAN RIVER,M8N7W16,M8N7W16,,,,,,Y
2740,S025784,Sonoma,Dutch Bill Creek-Russian River,1.80101E+11,Russian,18010110,38.4118,-122.947,074-080-002,1,66533,"Point of Direct Diversion,Point of Diversion to Offstream Storage",CAMP MEEKER,,,,W,10,34,UNNAMED SPRING,N,7,UNNAMED TRIBUTARY,RUSSIAN RIVER,M7N10W34,M7N10W34,,,,,,Y
2741,S025792,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3993,-122.8995,080-110-000,1,66541,"Point of Direct Diversion,Point of Diversion to Offstream Storage",CAMP MEEKER,,,,W,9,6,REDWOOD CREEK,N,6,Atascadero Creek,RUSSIAN RIVER,M6N9W6,M6N9W6,,,,,,Y
2743,S025816,Sonoma,Dutch Bill Creek-Russian River,1.80101E+11,Russian,18010110,38.4494,-122.9816,074-210-023,1,66627,"Point of Direct Diversion,Point of Diversion to Offstream Storage",CAMP MEEKER,,,,W,10,16,UNKNOWN,N,7,Dutchbill,RUSSIAN RIVER,M7N10W16,M7N10W16,,,,,,Y
2746,S025833,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.384,-122.8903,077-081-053-000,1,66681,"Point of Direct Diversion,Point of Diversion to Offstream Storage",CAMP MEEKER,,,,W,9,7,JONIVE,N,6,Acasedo,RUSSIAN RIVER,M6N9W7,M6N9W7,,,,,,Y
2747,S025834,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3834,-122.8901,077-081-052-000,1,66682,"Point of Direct Diversion,Point of Diversion to Offstream Storage",CAMP MEEKER,,,,W,9,7,JONIVE,N,6,Acasedo,RUSSIAN RIVER,M6N9W7,M6N9W7,,,,,,Y
2749,S025847,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3784,-122.893,007-050-084-000,1,66745,Point of Direct Diversion,CAMP MEEKER,,,,W,9,7,JONIVE,N,6,Russian River,RUSSIAN RIVER,M6N9W7,M6N9W7,,,,,,Y
2751,S025888,Sonoma,Salmon Creek,1.80101E+11,Gualala-Salmon,18010109,38.3882,-122.9094,077-081-58,1,66824,Point of Diversion to Offstream Storage,CAMP MEEKER,,,,W,10,1,JONIVE CREEK,N,6,Atascadero-Green Valley Creek,BODEGA,M6N10W1,M6N10W1,,,,,,Y
2752,S025889,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3938,-122.8881,077-081-023-000-093724,1,66825,Point of Diversion to Offstream Storage,CAMP MEEKER,,,,W,9,5,UNNAMED SPRING,N,6,Jovine Creek,RUSSIAN RIVER,M6N9W5,M6N9W5,,,,,,Y
2753,S025890,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3935,-122.8891,077-081-023-000-093724,1,66826,Point of Direct Diversion,CAMP MEEKER,,,,W,9,6,JOVINE CREEK,N,6,Green Valley,RUSSIAN RIVER,M6N9W6,M6N9W6,,,,,,Y
2755,S025893,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3767,-122.8928,077-050-084-000,1,66845,,CAMP MEEKER,,,,W,9,7,UNNAMED,N,6,"Jonive Creek, Russian River Watershed",RUSSIAN RIVER,M6N9W7,M6N9W7,,,,,,Y
2756,S025957,Sonoma,Dutch Bill Creek-Russian River,1.80101E+11,Russian,18010110,38.4308,-122.9647,075-050-016,1,66969,"Point of Direct Diversion,Point of Diversion to Offstream Storage",CAMP MEEKER,,,,W,10,21,DUTCH BILL CREEK,N,7,Russian River,RUSSIAN RIVER,M7N10W21,M7N10W21,,,,,,Y
2757,D032762,Mendocino,Salt Hollow Creek-Russian River,1.80101E+11,Russian,18010110,39.340268,-123.228815,107-200-21,2,70419,Point of Diversion to Offstream Storage,REDWOOD VALLEY,,SE,NE,W,12,7,UNNAMED STREAM,N,17,West Fork Russian River,RUSSIAN RIVER,M17N12W7,M17N12W7,,,,,,Y
2758,D032762,Mendocino,Salt Hollow Creek-Russian River,1.80101E+11,Russian,18010110,39.34016,-123.22928,107-200-21,2,72152,Point of Storage - Unspecified,REDWOOD VALLEY,,SE,NE,W,12,7,UNNAMED STREAM,N,17,West Fork Russian River,RUSSIAN RIVER,M17N12W7,M17N12W7,,,,,,Y
2759,D032768,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.5042,-123.1048,107-200-019-000,1,67080,Point of Diversion to Offstream Storage,CAZADERO,,,,W,11,29,KIDD CREEK,N,8,Austin Creek,RUSSIAN RIVER,M8N11W29,M8N11W29,,,,,,Y
2761,S026053,Mendocino,Salt Hollow Creek-Russian River,1.80101E+11,Russian,18010110,39.340262,-123.228806,107-200-21,1,67218,,REDWOOD VALLEY,,SE,NE,W,12,7,UNNAMED TRIBUTARY,N,17,West Fork Russian River,RUSSIAN RIVER,M17N12W7,M17N12W7,,,,,,Y
2762,S026054,Mendocino,Salt Hollow Creek-Russian River,1.80101E+11,Russian,18010110,39.340164,-123.229296,107-200-21,1,67219,Point of Onstream Storage,REDWOOD VALLEY,,SE,NE,W,12,7,UNNAMED TRIBUTARY,N,17,West Fork Russian River,RUSSIAN RIVER,M17N12W7,M17N12W7,,,,,,Y
2764,S026091,Mendocino,Burright Creek-East Fork Russian River,1.80101E+11,Russian,18010110,39.349273,-123.122593,173-1300-0100,1,67720,Point of Direct Diversion,POTTER VALLEY,,NW,NE,W,11,7,POWER HOUSE CANAL,N,17,East Fork Russian River,RUSSIAN RIVER,M17N11W7,M17N11W7,,,,,,Y
2766,S026214,Lake,Middle Scotts Creek,1.80201E+11,Upper Cache,18020116,39.19727,-123.02676,002-019-06,1,68227,Point of Direct Diversion,COW MOUNTAIN,,SE,NW,W,11,36,UNNAMED SPRING,N,16,Blue Lakes,CACHE CREEK,M16N11W36,M16N11W36,,,,,,Y
2770,S026323,Mendocino,Salt Hollow Creek-Russian River,1.80101E+11,Russian,18010110,39.34456,-123.22754,107-190-13,1,68689,Point of Diversion to Offstream Storage,REDWOOD VALLEY,,NE,SE,W,12,7,RUSSIAN RIVER,N,17,Pacific Ocean,RUSSIAN RIVER,M17N12W7,M17N12W7,,,,,,Y
2772,S026496,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.56,-123.16,107-110-029,1,68961,"Point of Direct Diversion,Point of Diversion to Offstream Storage",FORT ROSS,,,,W,12,2,,N,8,,RUSSIAN RIVER,M8N12W2,M8N12W2,,,,,,Y
2776,S026644,Mendocino,Morrison Creek-Russian River,1.80101E+11,Russian,18010110,39.10119444,-123.1129444,189-090-026,1,69175,Point of Diversion to Offstream Storage,PURDYS GARDENS,,SW,NE,W,11,6,UNNAMED STREAM,N,14,Howell Creek,RUSSIAN RIVER,M14N11W6,M14N11W6,,,,,,Y
2780,S026678,Mendocino,Ackerman Creek,1.80101E+11,Russian,18010110,39.21579,-123.3404,150-160-17 (POD); 150-160-16 (POU),1,69212,"Point of Direct Diversion,Point of Diversion to Offstream Storage",ORRS SPRINGS,,NE,SE,W,13,30,ACKERMAN CREEK,N,16,Russian River,RUSSIAN RIVER,M16N13W30,M16N13W30,,,,,,Y
2782,S026690,Mendocino,Forsythe Creek,1.80101E+11,Russian,18010110,39.25994,-123.30073,151-080-0300,1,69224,Point of Direct Diversion,LAUGHLIN RANGE,,NE,NE,W,13,9,UNNAMED SPRING REACH 2,N,16,Unnamed tributary to Jack Smith Creek,RUSSIAN RIVER,M16N13W9,M16N13W9,,,,,,Y
2783,S026692,Mendocino,Forsythe Creek,1.80101E+11,Russian,18010110,39.258,-123.30253,151-080-0300,1,69226,Point of Direct Diversion,LAUGHLIN RANGE,,NE,SE,W,13,9,UNNAMED SPRING REACH 1,N,16,Unnamed tributary to Jack Smith Creek,RUSSIAN RIVER,M16N13W9,M16N13W9,,,,,,Y
2785,S026735,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.535123,-123.14657,107-140-007,1,69298,Point of Diversion to Offstream Storage,FORT ROSS,,,,W,12,14,WARD CREEK,N,8,Austin Creek,RUSSIAN RIVER,M8N12W14,M8N12W14,,,,,,Y
2789,S026781,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.535123,-123.14657,107-140-007,1,69348,Point of Diversion to Offstream Storage,FORT ROSS,,,,W,12,14,WARD CREEK,N,8,Austin Creek,RUSSIAN RIVER,M8N12W14,M8N12W14,,,,,,Y
2793,S026853,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.3996507,-122.8713609,177-110-023,1,69432,Point of Diversion to Offstream Storage,SEBASTOPOL,,,,W,9,5,ATASCADERO CREEK,N,6,Atascadero Creek,RUSSIAN RIVER,M6N9W5,M6N9W5,,,,,,Y
2796,S026903,Sonoma,Ward Creek-Austin Creek,1.80101E+11,Russian,18010110,38.528201,-123.127084,107-320-023,1,69506,Point of Diversion to Offstream Storage,FORT ROSS,,,,W,12,24,SPRING UNNAMED,N,8,Ward Creek,RUSSIAN RIVER,M8N12W24,M8N12W24,,,,,,Y
2800,S026992,Mendocino,Burright Creek-East Fork Russian River,1.80101E+11,Russian,18010110,39.29298,-123.03757,177-310-19-01,1,69625,Point of Onstream Storage,POTTER VALLEY,,SW,SW,W,11,25,NONE,N,17,Burright Creek,RUSSIAN RIVER,M17N11W25,M17N11W25,,,,,,Y
2801,S027032,Mendocino,Burright Creek-East Fork Russian River,1.80101E+11,Russian,18010110,39.29255,-123.0368,177-310-19-01,1,69672,Point of Diversion to Offstream Storage,POTTER VALLEY,,SW,SW,W,11,25,NONE,N,17,Burright Creek,RUSSIAN RIVER,M17N11W25,M17N11W25,,,,,,Y
2802,S027035,Mendocino,Burright Creek-East Fork Russian River,1.80101E+11,Russian,18010110,39.2946,-123.03654,177-310-19-01,1,69675,Point of Diversion to Offstream Storage,POTTER VALLEY,,SW,SW,W,11,25,NONE,N,17,Burright Creek,RUSSIAN RIVER,M17N11W25,M17N11W25,,,,,,Y
2811,D032859,Mendocino,Salt Hollow Creek-Russian River,1.80101E+11,Russian,18010110,39.3446,-123.2283,107-190-13,1,71168,Point of Diversion to Offstream Storage,REDWOOD VALLEY,,NE,SE,W,12,7,RUSSIAN RIVER,N,17,Pacific Ocean,RUSSIAN RIVER,M17N12W7,M17N12W7,,,,,,Y
2813,S027297,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.41667004,-122.9185282,074-010-021-000,1,70167,"Point of Direct Diversion,Point of Diversion to Offstream Storage",CAMP MEEKER,,,,W,10,25,074-010-021-000,N,7,Purrington Cr to Green Valley Russian River,RUSSIAN RIVER,M7N10W25,M7N10W25,,,,,,Y
2814,S027304,Mendocino,Mill Creek,1.80101E+11,Russian,18010110,39.1194,-123.11966,189-070-24-00,1,70204,"Point of Direct Diversion,Point of Diversion to Offstream Storage",PURDYS GARDENS,,NW,SW,W,11,31,MILL CREEK,N,15,Russian River,RUSSIAN RIVER,M15N11W31,M15N11W31,,,,,,Y
2815,S027305,Mendocino,Mill Creek,1.80101E+11,Russian,18010110,39.120552,-123.118605,189-070-24-00,1,70205,"Point of Direct Diversion,Point of Diversion to Offstream Storage",PURDYS GARDENS,,NW,NW,W,11,31,UNNAMED STREAM ON PARCEL,N,15,Russian River,RUSSIAN RIVER,M15N11W31,M15N11W31,,,,,,Y
2820,S027372,Mendocino,Mill Creek,1.80101E+11,Russian,18010110,39.11942,-123.11993,189-070-24-00,1,70351,"Point of Direct Diversion,Point of Diversion to Offstream Storage",PURDYS GARDENS,,NW,SW,W,11,31,MILL CREEK AND CREEK ON PROPERTY,N,15,Russian River,RUSSIAN RIVER,M15N11W31,M15N11W31,,,,,,Y
2823,S027385,Sonoma,Upper Santa Rosa Creek,1.80101E+11,Russian,18010110,38.37522222,-122.6001111,055-140-024-0000 (POU),1,70394,,KENWOOD,,,,W,7,11,WELL,N,6,,RUSSIAN RIVER,M6N7W11,M6N7W11,,,,,,Y
2826,S027435,Sonoma,Green Valley Creek,1.80101E+11,Russian,18010110,38.39184521,-122.888595,077-081-014-000,1,70598,"Point of Direct Diversion,Point of Onstream Storage",CAMP MEEKER,,,,W,9,5,ATASCADERO CREEK,N,6,Jonive Creek,RUSSIAN RIVER,M6N9W5,M6N9W5,,,,,,Y
